Previous qualification (grade)_bin,Admission grade_bin,Unemployment rate_bin,Inflation rate_bin,GDP_bin,Curricular units 2nd sem (grade)_bin,Curricular units 1st sem (grade)_bin,Age at enrollment_bin,Curricular units 1st sem (evaluations)_bin,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (without evaluations),Target
1,0,3,0,1,2,2,0,1,1,43,1,9238,1,1,1,19,19,4,8,1,0,0,1,0,0,0,0,6,3,0,0,6,12,2,0,Dropout
1,1,2,3,1,2,2,0,1,1,39,1,9085,1,1,1,37,19,9,7,1,0,0,1,0,0,0,0,5,4,1,0,5,11,4,0,Enrolled
1,0,3,3,0,2,2,0,0,1,17,2,9556,1,1,1,37,37,3,10,0,0,0,1,0,0,0,0,7,7,0,0,8,8,8,0,Graduate
1,1,0,3,2,2,2,0,0,1,17,1,9500,1,1,1,2,38,4,5,1,0,0,1,0,0,0,0,7,6,0,0,7,7,6,0,Graduate
2,2,0,0,0,2,2,0,0,1,42,1,8014,0,1,1,19,2,4,6,0,0,0,1,0,0,0,0,6,3,0,0,6,8,5,0,Graduate
1,1,1,1,3,2,2,0,0,1,17,2,9254,1,1,1,37,37,9,8,1,0,1,0,0,0,0,0,6,4,0,0,6,6,6,0,Dropout
1,1,0,3,2,2,2,0,0,1,1,1,9670,1,1,1,37,37,9,9,1,0,0,1,0,1,0,0,5,3,0,0,5,6,4,0,Enrolled
1,0,0,3,2,2,2,0,0,1,39,1,9853,1,1,1,37,19,9,5,0,0,0,1,0,0,0,0,6,5,0,0,6,10,5,0,Graduate
1,0,0,3,2,2,2,0,0,1,1,2,9500,1,1,1,34,34,90,90,1,0,0,1,0,0,0,0,7,4,0,0,7,8,4,0,Dropout
1,1,0,0,0,2,2,0,0,1,1,5,9853,1,1,1,37,19,9,5,1,0,0,1,0,0,0,0,6,5,0,0,6,12,5,0,Dropout
1,1,3,0,1,3,3,1,0,1,7,1,9500,1,3,1,1,1,9,5,0,0,0,1,0,0,0,2,7,6,0,3,8,10,6,0,Dropout
1,1,2,1,3,2,2,1,1,1,43,1,9853,1,1,1,3,1,3,3,1,0,0,1,0,0,0,19,21,21,0,13,19,19,19,0,Graduate
1,1,0,0,0,2,2,0,0,1,44,1,9991,0,39,1,37,19,9,8,0,0,0,1,0,1,0,2,6,6,0,2,6,7,6,1,Enrolled
1,0,1,1,3,0,2,0,0,1,39,1,9773,1,19,1,19,19,3,4,0,0,1,0,0,0,0,0,6,5,0,0,6,6,0,0,Dropout
1,1,3,3,0,0,2,0,0,1,18,3,9070,1,1,1,1,37,5,5,1,0,0,0,0,0,0,0,6,6,0,0,6,6,0,0,Dropout
2,1,1,1,3,0,0,0,0,1,17,2,9254,1,1,1,1,19,4,6,0,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
1,1,1,1,3,2,2,0,0,1,18,2,9147,1,1,1,3,3,5,7,1,0,1,0,0,0,0,0,5,3,0,0,5,9,3,0,Dropout
2,1,0,0,0,2,2,0,1,1,43,1,9238,1,1,1,1,37,5,9,0,0,1,0,0,0,0,5,10,8,0,0,6,12,4,0,Enrolled
1,1,0,3,2,2,2,0,0,1,17,3,9500,1,1,1,38,1,9,4,1,0,0,1,0,1,0,0,7,6,0,0,7,7,6,0,Graduate
1,2,0,1,3,0,2,0,0,1,39,1,9085,1,1,1,1,19,9,9,1,0,0,1,0,0,0,0,6,2,0,0,6,6,0,0,Dropout
2,2,3,0,1,2,2,0,0,1,17,4,9070,1,1,1,1,3,4,1,1,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,2,0,2,2,2,0,0,1,1,1,9254,1,1,1,19,38,9,8,0,0,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,0,0,0,2,2,0,1,1,1,1,8014,0,1,1,1,37,7,3,0,0,0,1,0,0,0,0,6,2,0,0,5,12,1,0,Enrolled
1,0,0,3,2,0,0,0,0,1,39,1,9147,1,1,1,12,3,4,3,1,0,0,1,0,0,0,0,5,0,0,0,5,5,0,0,Dropout
1,1,2,1,3,0,0,0,0,1,51,1,9853,1,1,1,1,1,4,10,0,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
1,1,2,3,1,2,2,0,0,1,1,4,9500,1,1,1,38,38,9,8,1,0,0,1,0,0,0,0,8,7,0,0,8,8,7,0,Graduate
1,2,0,1,3,0,0,0,0,1,39,1,9991,0,40,1,19,1,3,4,1,0,0,1,0,0,0,0,5,0,0,0,5,0,0,0,Dropout
1,1,0,0,0,2,2,0,0,1,18,6,9500,1,1,1,37,37,5,5,1,0,0,1,0,0,0,0,8,8,0,0,8,8,8,0,Graduate
2,2,2,0,2,0,0,1,0,1,7,1,9119,1,3,1,3,2,2,2,0,0,0,1,0,0,0,0,5,0,0,0,5,0,0,0,Dropout
1,1,1,1,3,3,2,0,0,1,1,1,9853,1,1,1,19,19,3,8,0,0,0,1,0,0,0,0,7,7,0,0,7,8,7,0,Graduate
1,0,1,1,3,2,2,1,0,1,39,1,9500,1,1,1,1,3,175,121,0,0,0,1,0,0,0,0,3,3,0,0,3,3,3,0,Enrolled
1,1,1,1,3,3,2,0,0,1,1,1,9085,1,1,1,1,1,4,7,1,0,0,1,0,0,0,0,5,4,0,0,5,13,4,2,Graduate
1,1,0,3,2,2,2,0,0,1,1,4,9238,1,1,1,19,19,4,0,1,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,1,1,3,2,2,0,0,1,1,4,9500,1,1,1,19,19,7,7,1,0,0,1,0,0,0,0,8,7,0,0,8,8,7,0,Graduate
1,1,2,0,2,2,2,0,0,1,44,1,9238,1,39,1,38,38,5,10,0,0,1,1,0,0,0,3,6,6,0,2,6,7,6,0,Graduate
1,0,3,0,1,2,2,0,0,1,17,2,9238,1,1,1,19,37,9,8,0,0,0,1,0,1,0,0,6,5,0,0,6,11,4,0,Graduate
1,1,0,3,2,2,2,0,0,1,1,1,9238,1,1,1,34,34,0,0,1,0,0,1,0,0,0,0,6,4,0,0,6,9,4,0,Graduate
2,1,2,3,1,2,2,0,0,1,1,2,9500,1,1,1,19,38,9,9,1,0,0,1,0,0,0,0,8,7,0,0,8,8,7,0,Graduate
2,2,3,0,1,3,2,0,0,1,1,4,9773,1,1,1,3,19,1,4,1,0,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
1,0,2,0,2,2,2,0,0,1,1,1,9085,1,1,1,19,1,8,7,1,0,0,1,0,0,0,0,6,6,0,0,6,9,5,0,Graduate
1,1,3,0,1,2,2,1,0,1,39,1,9254,1,19,1,3,19,2,3,0,0,0,1,0,1,0,0,6,6,0,0,6,6,5,0,Dropout
1,1,2,3,1,2,2,0,0,1,1,2,9500,1,1,1,38,1,7,4,1,0,0,1,0,1,0,0,8,7,0,0,8,8,7,0,Graduate
2,1,0,3,2,2,2,0,0,1,1,1,9500,1,1,1,37,37,9,9,0,0,0,1,0,1,0,0,7,6,0,0,7,7,6,0,Graduate
1,1,2,0,2,3,3,0,0,1,43,1,9130,1,1,1,1,3,9,2,1,0,0,1,0,1,0,0,6,6,0,0,6,8,6,0,Graduate
1,1,3,0,1,0,0,0,0,1,39,1,9991,0,1,1,37,37,9,9,0,0,0,1,0,1,0,0,5,0,0,0,5,8,0,0,Dropout
1,1,0,3,2,2,2,0,0,1,43,1,9773,1,1,1,1,1,4,5,0,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Graduate
1,2,3,3,0,2,2,0,0,1,39,1,9556,1,40,1,1,1,4,5,0,0,0,1,0,0,0,0,7,6,0,0,8,9,8,0,Enrolled
1,0,2,1,3,2,2,0,0,1,18,1,9147,1,1,1,19,3,5,5,1,0,0,1,0,1,0,0,5,5,0,0,5,5,5,0,Graduate
1,0,0,0,0,0,2,0,0,1,39,1,8014,0,1,1,19,37,8,7,1,0,0,1,0,0,0,0,6,1,0,0,6,6,0,6,Dropout
1,0,0,1,3,0,2,0,1,1,39,1,8014,0,1,1,1,19,5,4,0,0,0,1,0,1,0,0,6,1,0,0,6,13,0,0,Dropout
1,1,0,3,2,2,0,0,0,1,17,1,9085,1,1,1,19,37,1,3,0,0,0,1,0,0,0,0,5,0,1,0,5,9,2,0,Dropout
1,2,0,0,0,2,2,0,0,1,1,1,9147,1,1,1,38,38,7,7,0,0,0,1,0,1,0,0,5,4,0,0,5,8,3,0,Graduate
1,1,1,1,3,3,2,0,0,2,1,4,9853,1,1,1,37,37,5,7,0,1,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
0,0,0,0,0,2,2,0,0,1,1,3,9254,1,1,1,1,1,3,3,1,0,0,1,0,0,0,0,6,4,0,0,6,13,2,0,Dropout
1,2,1,1,3,2,2,0,0,1,51,1,9500,1,1,1,19,1,5,9,0,0,0,1,0,1,0,0,7,5,0,0,8,9,7,0,Graduate
1,1,3,0,1,3,2,0,0,1,18,1,9500,1,1,1,1,38,4,5,1,0,0,1,0,1,0,0,7,6,0,0,8,9,7,0,Graduate
1,1,1,1,3,3,3,1,0,2,7,1,9991,0,43,1,40,5,3,3,0,0,0,1,0,0,0,2,6,6,0,0,5,5,5,0,Graduate
1,1,2,1,3,2,2,2,0,2,7,1,9147,1,3,1,1,4,3,10,0,0,0,1,0,0,0,0,5,5,0,0,5,5,5,0,Graduate
1,1,1,1,3,2,2,0,0,1,1,1,9238,1,1,1,1,1,9,9,0,0,0,1,0,1,0,0,6,6,0,0,6,7,6,0,Graduate
1,0,0,3,2,0,0,0,0,1,39,2,9670,1,1,1,34,34,0,0,1,0,0,1,0,0,0,0,5,0,0,0,5,5,0,0,Dropout
1,0,2,3,1,2,2,0,1,1,43,1,9500,1,1,1,1,1,5,8,1,0,0,1,0,1,0,0,8,7,0,0,8,15,7,0,Graduate
1,1,2,3,1,2,2,0,0,1,1,2,9254,1,1,1,1,37,4,5,1,0,0,1,0,0,0,0,6,6,0,0,6,6,3,0,Graduate
1,1,3,3,0,0,0,1,0,1,39,1,9254,1,3,1,19,19,4,6,0,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
1,1,0,0,0,2,2,0,0,1,1,2,9670,1,1,1,1,3,4,3,0,0,0,1,0,0,0,0,5,5,0,0,5,5,5,0,Graduate
1,1,3,3,0,2,2,0,0,1,1,1,9254,1,1,1,1,37,9,9,0,0,0,1,0,1,0,0,6,5,0,0,6,8,5,0,Graduate
1,0,3,0,1,3,2,0,1,1,1,1,9147,1,1,1,37,1,9,10,0,0,0,1,0,0,0,0,5,3,0,0,5,12,1,3,Dropout
2,1,1,1,3,2,2,0,0,1,1,1,9238,1,1,1,38,37,9,9,0,0,0,1,0,1,0,0,6,5,0,0,6,6,6,0,Graduate
2,1,0,0,0,2,2,0,0,1,1,1,9853,1,1,1,19,19,5,7,0,0,0,1,0,1,0,0,6,5,0,0,6,7,6,0,Graduate
1,1,3,3,0,2,2,0,0,1,17,2,9238,1,1,1,37,37,3,9,0,1,0,1,0,1,0,0,6,6,0,0,6,9,6,0,Graduate
1,1,0,0,0,3,2,0,1,1,1,1,9130,1,1,1,19,1,9,9,1,0,0,0,0,0,0,0,5,4,2,0,5,10,4,0,Dropout
1,1,3,0,1,2,2,0,0,1,39,1,9085,1,19,1,19,19,9,7,0,0,1,0,0,0,0,2,6,3,0,1,6,14,3,0,Dropout
1,1,2,1,3,2,2,0,0,1,1,3,9500,1,1,1,3,1,4,4,1,0,0,1,0,0,0,0,7,6,0,0,7,8,7,0,Enrolled
2,2,2,1,3,2,2,0,1,1,16,1,171,1,1,1,3,3,3,3,1,0,0,1,0,0,0,11,17,11,0,9,13,15,9,0,Enrolled
0,1,2,1,3,2,2,0,0,1,1,2,9147,1,1,1,37,19,5,5,1,0,0,1,0,1,0,0,5,5,0,0,5,5,5,0,Graduate
1,1,1,1,3,0,0,0,0,1,39,1,9147,1,1,1,37,1,9,1,0,0,0,0,0,0,0,0,5,0,0,0,5,9,0,0,Dropout
1,0,0,1,3,2,2,0,1,1,1,1,9147,1,1,1,38,19,9,10,0,0,0,1,0,1,0,5,10,9,0,4,10,12,10,0,Graduate
1,1,0,0,0,2,2,0,0,1,7,1,9500,1,3,1,19,38,5,3,0,0,0,1,0,0,0,0,8,8,0,0,8,8,8,0,Graduate
1,1,1,1,3,2,2,0,0,1,17,3,9500,1,1,1,19,37,7,6,1,0,0,1,0,1,0,0,8,7,0,0,8,8,7,0,Graduate
1,1,2,0,2,2,2,0,1,1,44,1,9003,1,39,1,37,37,9,10,0,0,1,0,0,0,0,0,6,3,0,0,6,8,3,0,Dropout
1,0,1,1,3,2,2,0,0,1,1,3,9254,1,1,1,19,37,4,7,1,0,0,1,0,0,0,0,6,6,0,0,6,8,4,0,Graduate
1,1,1,1,3,3,2,0,0,1,1,1,9670,1,1,1,19,1,9,8,1,0,0,1,0,1,0,0,6,6,0,0,6,13,5,0,Graduate
1,1,0,0,0,2,2,0,0,1,1,3,9070,1,1,1,19,38,9,9,1,0,0,1,0,0,0,0,6,5,0,0,6,6,5,0,Enrolled
1,1,0,1,3,2,3,0,0,1,1,3,9773,1,1,1,38,37,7,7,1,0,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Dropout
1,0,0,3,2,2,3,0,0,1,1,1,9085,1,1,1,9,19,90,6,0,0,0,1,0,0,0,0,5,5,0,0,5,6,5,0,Graduate
1,1,0,0,0,0,2,0,1,1,1,1,9773,1,1,1,37,37,9,8,1,0,0,1,0,0,0,0,6,1,0,0,6,12,0,0,Enrolled
1,1,0,1,3,2,2,0,0,1,17,1,9147,1,1,1,1,1,4,4,0,0,0,1,0,0,0,0,5,5,0,0,5,6,5,0,Graduate
1,0,0,1,3,0,3,1,1,2,39,1,9556,1,19,1,38,37,7,7,1,0,1,0,0,1,0,0,7,1,0,0,7,12,0,0,Dropout
1,1,3,0,1,2,2,0,0,1,17,1,9991,0,40,1,37,37,6,6,0,0,0,1,0,0,0,0,5,5,0,0,5,14,5,3,Graduate
0,0,0,3,2,2,2,0,0,1,17,3,9070,1,1,1,37,37,9,9,0,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Enrolled
1,1,2,1,3,2,2,0,0,1,1,1,9238,1,1,1,1,1,9,8,1,0,0,1,0,1,0,0,6,5,0,0,6,9,5,0,Graduate
1,1,3,0,1,2,2,0,1,1,43,1,9238,1,1,1,1,1,3,1,1,0,1,0,0,0,0,6,10,6,0,2,7,8,2,0,Dropout
1,1,3,3,0,2,2,0,0,1,1,1,9254,1,1,1,37,38,9,7,0,0,0,1,0,1,0,0,6,6,0,0,6,10,5,0,Graduate
0,0,2,3,1,0,0,1,0,1,39,1,8014,0,1,1,37,37,99,99,0,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
1,1,0,3,2,2,2,0,1,1,43,1,9119,1,1,1,37,38,9,9,0,0,1,0,0,0,0,8,12,8,0,6,12,19,6,2,Dropout
1,1,1,1,3,3,2,0,0,1,1,1,9238,1,1,1,1,1,4,4,0,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Graduate
1,1,2,1,3,2,2,0,0,1,1,1,9238,1,1,1,38,19,9,5,0,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Graduate
2,2,0,0,0,2,2,0,0,1,1,2,9773,1,1,1,3,1,1,3,1,0,0,1,0,0,0,0,6,4,0,0,6,10,3,0,Graduate
2,1,2,3,1,3,3,0,0,1,17,4,9500,1,1,1,4,1,2,3,1,0,0,1,0,0,0,0,8,7,0,0,8,8,7,0,Graduate
2,1,2,3,1,2,2,0,0,1,1,2,9773,1,1,1,38,38,9,9,1,0,0,1,0,1,0,0,6,5,0,0,6,8,5,0,Graduate
1,1,1,1,3,2,2,0,0,1,1,1,9070,1,1,1,37,37,9,9,1,0,0,1,0,1,0,0,6,6,0,0,6,8,6,0,Graduate
2,1,2,3,1,2,2,0,0,1,1,5,9500,1,1,1,1,1,9,9,0,0,0,1,0,1,0,0,8,7,0,0,8,8,7,0,Graduate
2,2,2,0,2,2,2,0,0,1,44,1,9003,1,39,1,37,38,4,8,0,0,0,1,0,1,0,0,6,6,0,0,6,8,5,0,Graduate
1,0,0,3,2,2,2,0,0,1,1,2,9147,1,1,1,1,19,9,9,1,0,0,0,0,0,0,0,5,2,0,0,5,12,1,0,Dropout
1,0,2,0,2,2,2,0,0,1,17,1,9147,1,1,1,12,19,4,8,1,0,0,1,0,0,0,0,5,5,0,0,5,8,5,0,Graduate
2,1,1,1,3,2,2,0,0,1,1,1,9500,1,1,1,5,1,2,5,0,0,0,1,0,0,0,2,7,7,0,1,8,8,8,0,Graduate
2,2,3,0,1,3,3,0,0,1,1,1,9238,1,1,1,1,38,4,5,0,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Graduate
2,1,2,0,2,3,2,0,0,1,17,3,9500,1,1,1,12,1,4,10,1,0,0,1,0,0,0,0,7,7,0,0,8,8,8,0,Graduate
1,0,2,3,1,2,2,0,0,1,42,1,9853,1,1,1,37,38,3,3,0,0,0,1,0,0,0,0,6,5,0,0,6,10,3,0,Dropout
1,1,0,3,2,2,2,0,1,2,7,1,9130,1,3,1,5,4,2,0,0,0,1,0,0,0,0,7,9,7,4,5,7,12,5,2,Dropout
2,1,2,1,3,2,2,0,0,1,1,1,9500,1,1,1,19,19,5,6,0,0,0,1,0,1,0,0,7,7,0,0,8,8,8,0,Enrolled
1,1,3,3,0,2,2,0,0,1,1,1,9500,1,1,1,19,19,5,5,1,0,0,1,0,1,0,0,7,7,0,0,8,11,7,0,Graduate
1,1,3,0,1,2,2,0,0,1,16,2,9147,1,1,1,38,37,9,9,1,0,0,1,0,1,0,0,5,4,0,0,5,8,4,2,Graduate
1,2,3,0,1,3,3,2,0,4,1,1,8014,0,1,1,39,19,4,10,1,0,0,1,0,1,0,0,6,5,0,0,6,7,6,0,Graduate
1,0,0,1,3,2,2,1,0,2,51,1,9991,0,1,1,37,37,8,4,0,0,0,1,0,0,0,1,5,5,0,0,5,5,5,0,Graduate
1,1,3,0,1,2,2,0,0,1,1,1,9070,1,1,1,19,37,7,5,0,0,0,1,0,1,0,0,6,5,0,0,6,6,6,0,Graduate
1,1,0,3,2,2,2,0,0,1,1,1,8014,0,1,1,38,38,0,0,0,0,0,1,0,0,0,0,6,5,0,0,6,10,6,0,Graduate
0,0,0,3,2,2,2,0,0,2,39,1,9773,1,12,1,1,1,4,4,0,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Graduate
1,0,3,3,0,2,2,0,0,1,17,1,9070,1,1,1,4,37,2,9,0,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Enrolled
3,0,0,3,2,2,2,1,0,1,39,1,8014,0,15,1,34,1,90,2,0,0,0,1,0,0,0,0,6,4,0,0,6,12,4,0,Graduate
0,0,1,1,3,2,2,0,0,1,18,2,8014,0,1,1,3,1,3,4,1,0,0,1,0,1,0,0,6,6,0,0,6,9,6,0,Graduate
1,1,0,0,0,2,2,0,0,1,39,1,9500,1,1,1,3,3,1,1,1,0,0,1,0,0,0,0,8,8,0,0,8,8,8,0,Graduate
1,1,3,3,0,3,3,0,1,1,17,4,9085,1,1,1,19,19,4,10,1,0,0,1,0,0,0,0,6,6,0,0,6,9,6,0,Graduate
2,2,2,0,2,2,3,0,0,1,44,1,9003,1,39,1,19,37,6,6,0,0,1,1,0,1,0,0,6,6,0,0,6,7,6,0,Graduate
1,1,2,1,3,2,2,0,0,1,44,1,9003,1,39,1,37,37,9,4,0,0,0,1,0,0,0,0,6,6,0,0,6,12,5,0,Enrolled
1,0,0,1,3,2,2,0,0,1,17,4,9238,1,1,1,19,19,191,144,1,0,0,1,0,1,0,0,6,6,0,0,6,8,6,0,Graduate
1,1,0,1,3,2,2,0,0,1,1,1,9070,1,1,1,38,37,3,6,1,0,0,1,0,1,0,0,6,5,0,0,6,10,2,0,Dropout
1,1,1,1,3,3,3,0,0,2,1,1,9500,1,1,1,3,38,2,4,0,0,0,1,0,1,0,0,8,7,0,0,8,8,7,0,Graduate
1,0,2,1,3,2,3,0,0,1,17,2,9773,1,1,1,19,38,9,8,1,0,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,2,1,3,2,2,0,0,1,1,1,9238,1,1,1,1,1,3,3,1,0,0,1,0,0,0,0,6,6,0,0,6,8,6,0,Graduate
0,0,2,1,3,2,2,0,0,1,17,4,9556,1,1,1,1,1,4,10,1,0,0,1,0,0,0,0,7,7,0,0,8,8,8,0,Graduate
1,1,0,0,0,2,2,0,0,1,1,1,9500,1,1,1,19,38,5,7,0,0,0,1,0,0,0,0,8,8,2,0,8,10,8,2,Graduate
1,1,1,1,3,2,2,0,0,1,17,4,9670,1,1,1,38,38,9,7,1,0,0,1,0,0,0,0,6,6,0,0,6,9,6,0,Graduate
0,0,1,1,3,2,2,0,0,1,1,2,9085,1,1,1,38,37,9,9,1,0,0,1,0,1,0,0,5,4,0,0,5,5,5,0,Graduate
2,2,3,3,0,3,3,0,0,1,1,1,9500,1,1,1,19,19,4,9,0,0,0,1,0,1,0,0,7,7,0,0,8,9,8,0,Graduate
1,1,0,0,0,2,2,0,0,1,51,1,9670,1,1,1,19,19,5,5,0,0,1,0,0,0,0,0,5,2,0,0,5,6,4,0,Dropout
2,1,0,0,0,0,0,0,0,1,17,2,9238,1,1,1,1,11,4,3,1,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
1,0,1,1,3,2,2,0,0,1,1,1,9670,1,1,1,1,19,4,10,1,0,0,1,0,0,0,0,6,4,0,0,6,9,4,0,Enrolled
1,0,1,1,3,3,2,0,0,1,17,4,9670,1,1,1,1,19,5,5,1,0,0,1,0,0,0,0,6,6,0,0,6,11,4,0,Graduate
2,2,2,3,1,0,2,1,0,1,39,1,9130,1,3,1,3,1,90,90,1,0,0,1,0,0,0,1,5,1,0,0,5,5,0,0,Dropout
1,2,0,3,2,2,3,0,0,1,1,3,9085,1,1,1,11,11,90,90,0,0,0,1,0,0,0,0,5,5,0,0,5,6,5,0,Graduate
1,1,2,1,3,2,2,0,0,1,44,1,9130,1,39,1,37,37,7,8,1,0,1,0,0,0,0,2,6,5,0,1,6,12,2,0,Dropout
2,0,1,1,3,3,3,0,0,1,51,1,9238,1,1,1,3,19,2,1,0,0,1,1,0,0,0,0,6,6,0,0,6,7,6,0,Graduate
1,1,0,3,2,2,2,0,1,1,17,1,9853,1,1,1,34,34,0,0,1,0,0,1,0,0,0,0,6,3,0,0,6,10,3,0,Dropout
1,1,1,1,3,2,2,0,0,1,17,2,9147,1,1,1,19,19,4,8,0,0,0,1,0,1,0,0,5,5,0,0,5,5,5,0,Graduate
1,0,0,0,0,2,2,0,0,1,17,4,9853,1,1,1,38,38,5,7,1,0,0,1,0,1,0,0,6,5,0,0,6,9,5,0,Graduate
1,0,1,1,3,0,2,0,1,1,51,1,9147,1,1,1,1,1,4,4,0,0,0,1,0,0,0,0,5,2,0,0,5,5,0,0,Dropout
2,2,1,1,3,3,3,0,0,1,1,1,9147,1,1,1,1,38,4,3,0,0,0,1,0,0,0,0,5,5,0,0,5,5,5,0,Graduate
1,1,3,0,1,3,3,0,0,1,1,1,9500,1,1,1,19,19,3,6,1,0,0,1,0,1,0,0,7,7,0,0,8,11,8,0,Graduate
2,1,1,1,3,3,2,0,0,1,1,1,9500,1,1,1,41,19,3,5,0,0,0,1,0,0,0,0,7,7,0,0,8,9,8,0,Graduate
1,1,2,1,3,2,2,0,0,1,1,1,9238,1,1,1,19,38,5,9,0,0,0,1,0,1,0,0,6,6,0,0,6,10,6,0,Graduate
2,2,3,3,0,2,2,0,0,1,17,1,9500,1,1,1,38,38,7,7,0,0,0,1,0,0,0,0,7,6,0,0,8,12,6,0,Enrolled
2,2,0,1,3,0,0,0,0,1,7,1,9085,1,40,1,19,19,9,5,0,0,1,0,0,0,0,0,3,0,0,0,6,0,0,0,Dropout
0,0,1,1,3,2,2,0,0,1,42,1,9500,1,1,1,37,37,7,9,1,0,0,1,0,1,0,0,8,7,0,0,8,8,7,0,Graduate
2,2,3,0,1,3,3,0,0,1,1,1,9500,1,1,1,1,1,5,1,0,0,0,1,0,0,0,0,7,7,0,0,8,9,8,0,Graduate
1,0,0,3,2,2,2,0,1,1,43,4,9147,1,1,1,37,37,9,9,0,0,0,1,0,0,0,3,10,5,0,4,10,14,8,0,Graduate
1,1,0,3,2,2,2,0,0,1,5,3,9085,1,1,1,1,19,7,5,1,0,0,1,0,0,0,0,5,3,1,0,5,8,3,0,Enrolled
1,0,3,0,1,2,2,0,0,1,1,1,9254,1,1,1,19,19,5,8,1,0,0,1,0,0,0,0,6,6,0,0,6,11,3,0,Graduate
1,1,0,3,2,2,2,0,0,1,43,1,9500,1,6,1,1,37,9,9,1,0,0,1,0,0,0,0,7,6,0,0,7,7,6,0,Graduate
1,1,2,0,2,2,2,0,0,1,1,1,9238,1,1,1,1,1,9,6,0,0,1,1,0,0,0,0,6,6,0,0,6,9,5,0,Graduate
1,1,0,0,0,2,2,0,0,1,1,1,9853,1,1,1,2,19,4,4,1,0,0,1,0,0,0,0,6,5,0,0,6,8,5,0,Enrolled
1,1,0,0,0,2,2,0,0,1,1,1,9085,1,1,1,19,38,9,5,1,0,0,1,0,0,0,0,5,5,3,0,5,7,5,0,Enrolled
1,1,1,1,3,2,2,0,1,1,1,1,9853,1,1,1,1,38,9,6,1,0,0,1,0,0,0,0,7,5,0,0,7,9,6,0,Enrolled
2,2,3,0,1,0,0,0,0,1,44,1,9119,1,39,1,19,37,4,7,0,0,1,1,0,0,0,0,5,0,0,0,5,5,0,0,Dropout
0,0,2,1,3,2,2,0,0,1,1,1,9238,1,1,1,38,38,7,7,1,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Graduate
1,1,2,3,1,2,2,0,0,1,1,1,8014,0,1,1,37,38,9,10,0,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,0,0,0,2,2,0,0,1,1,1,9238,1,1,1,34,37,4,9,1,0,0,1,0,1,0,0,6,6,0,0,6,9,6,0,Graduate
1,2,2,0,2,3,2,0,0,1,44,1,9238,1,39,1,38,37,7,7,0,0,0,1,0,0,0,3,6,6,0,2,6,6,6,0,Graduate
0,0,2,1,3,3,3,1,0,1,7,1,9853,1,40,1,41,3,2,1,0,0,1,1,0,0,0,0,7,7,0,0,7,7,7,0,Graduate
1,1,0,0,0,2,2,0,0,1,1,4,9500,1,1,1,38,38,7,7,1,0,0,1,0,1,0,0,8,8,0,0,8,8,8,0,Graduate
1,0,2,0,2,2,2,0,0,1,17,1,9238,1,1,1,3,1,9,10,0,0,0,1,0,0,0,0,6,5,0,0,6,8,6,0,Graduate
2,3,0,3,2,2,2,0,0,1,17,1,9130,1,1,1,2,9,3,5,0,0,0,1,0,0,0,0,5,4,0,0,5,6,4,0,Graduate
1,1,0,0,0,2,2,0,1,1,1,1,9085,1,1,1,1,2,3,1,1,0,0,1,0,0,0,0,5,4,2,0,5,8,3,0,Enrolled
3,3,3,3,0,0,0,0,0,1,1,1,171,1,1,1,3,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dropout
1,0,2,1,3,2,2,1,0,2,39,1,8014,0,1,1,37,37,9,9,1,0,0,1,0,0,0,0,6,6,0,0,6,8,6,0,Graduate
